tt5264176	Concerto: A Beethoven Journey	2015	Action,Biography,Documentary,History,Music	en	93	Filmed over four years, Concerto - A Beethoven Journey follows world-class pianist Leif Ove Andsnes as he attempts to understand and interpret one of the greatest sets of works for piano ever written: Beethoven's five piano concertos. Considered one of the top pianists of his age, Leif Ove Andsnes offers rare insights into the mind of a leading pianist and access to his personal and professional life. Against the background of Leif Ove playing these pieces, the film peels back the many myths of Beethoven's life. Perhaps above all it is the fresh new biography of Beethoven that is most revealing.	NULL
tt10305328	Arctic Apocalypse	2019	Action,Adventure,Drama,Sci-Fi,Thriller	en	88	A massive influx of glacial melting triggers a new ice age in the Northern Hemisphere, forcing a family to make their way across the ice-covered landscape before they are frozen out for good.	NULL
tt0118799	Life Is Beautiful	1997	Action,Comedy,Drama,Romance,War	it	116	In 1930s Italy, a carefree Jewish waiter named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.	PG-13
tt0143808	Pocahontas 2: Journey to a New World (1998) (V)	1998	Action,Adventure,Animation,Drama,Family,Musical,Romance	en	72	When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over, no matter what the cost. He will stop at nothing to discredit the young princess.	NULL
tt1560970	Neds	2010	Action,Drama	en	124	Despite having a drunken, abusive father and a brother who leads a local gang John McGill is a studious boy for whom a bright educational future beckons. As he grows into his teenage years, the challenges of youth mixed with the challenges of being brought up in a tribal and violent place right at the low end of the class spectrum take their toll. John is a fighter, which although isn't what his Mother, at least, wishes for him; may it prove to be what brings him salvation?	NULL
tt3837820	My Brilliant Life	2014	Action,Drama	ko	117	My Brilliant Life is about the last moments of Ah-Reum, a 16-year-old boy infected with Progeria Syndrome. The kid, having the appearance of an old man, happily lived his remaining days in the loving arms of his parents. Their love story was written down with great admiration by Ah-Reum himself. In the end, everyone around the boy had their lives positively influenced by his unyieldingly pure heart.	NULL
tt8688048	Cinderella: The Enchanted Beginning	2018	Action,Family	en	70	Forced to live a life inhabited by her wicked step mother and her two step sisters, Cinderella Perrault, learns about the fruition of love, life, and self discovery in this modern retelling of the classic tale.	PG
tt1512235	Super	2010	Action,Comedy,Crime,Drama	en	96	Frank Darrbo is a hapless fry cook. When his wife Sarah falls off the wagon and dumps him for Jacques, a drug dealer, Frank tries to get her back by reporting her kidnapped, grabbing her from Jacques' car, and wailing for her to return. After watching Christian TV and having a vision, he becomes a superhero to fight evil. He sews a costume, finds a weapon (a pipe wrench) and looks for crimes to stop. He has problems: his wrench inflicts real injury, so the cops want him for being a vigilante, his sense of boundaries is flawed, and Jacques' gang has guns. Libby, a clerk at a comic book store, becomes his sidekick, and it's time to go save Sarah. What chance do they have?	R
tt0243220	Disappearing Acts	2000	Action,Drama,Romance	en	115	Zora Banks is a school teacher and aspiring singer hoping to become a successful star while taking a break from heartache. Franklin Swift is a down-on-his-luck construction worker and not-quite divorced father of two hoping to start his own business. The two meet and fall in love and during the course of the stormy relationship, they both come to some startling conclusions about love and each other.	R
tt8740778	Piranhas	2019	Action,Crime,Drama	it	111	A gang of teenage boys stalks the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.	NULL
